Order_Id,Type,Order_Date(DateOrders),Shipping_Date(DateOrders),Days_for_Shipment(scheduled),Days_for_Shipping(real),Delivery_Status,Late_Delivery_Risk,Shipping_Mode,Order_Item_Quantity,Order_Item_Discount_Rate,Product_Category_Id,Order_Region,Customer_Country,Customer_Segment
75871,Debit,01-02-2025,14-01-2025,1,2,Late delivery,1,First Class,1,0.01,73,South Asia,EE. UU.,Consumer
75870,Debit,01-02-2025,14-01-2025,1,2,Late delivery,1,First Class,1,0.02,73,South Asia,EE. UU.,Consumer
75869,Debit,01-02-2025,14-01-2025,1,2,Late delivery,1,First Class,1,0.029999999,73,South Asia,Puerto Rico,Consumer
75868,Transfer,01-02-2025,14-01-2025,1,2,Late delivery,1,First Class,1,0.039999999,73,Eastern Asia,EE. UU.,Consumer
75867,Transfer,01-02-2025,01-02-2025,0,0,Shipping on time,0,Same Day,1,0.050000001,73,Southeast Asia,EE. UU.,Home Office
75866,Payment,01-02-2025,01-02-2025,0,0,Shipping on time,0,Same Day,1,0.059999999,73,Southeast Asia,Puerto Rico,Home Office
75865,Cash,01-02-2025,01-02-2025,0,0,Shipping on time,0,Same Day,1,0.07,73,Oceania,EE. UU.,Consumer
75864,Transfer,01-02-2025,17-01-2025,4,5,Late delivery,1,Standard Class,1,0.090000004,73,Oceania,Puerto Rico,Home Office
75863,Payment,01-02-2025,16-01-2025,4,4,Shipping on time,0,Standard Class,1,0.100000001,73,Oceania,EE. UU.,Home Office
75862,Transfer,01-02-2025,15-01-2025,4,3,Advance shipping,0,Standard Class,1,0.119999997,73,Oceania,Puerto Rico,Consumer
75861,Debit,01-02-2025,14-01-2025,4,2,Advance shipping,0,Standard Class,1,0.129999995,73,Oceania,EE. UU.,Corporate
75860,Debit,01-02-2025,18-01-2025,4,6,Late delivery,1,Standard Class,1,0.150000006,73,Oceania,EE. UU.,Corporate
75859,Transfer,01-02-2025,17-01-2025,4,5,Shipping canceled,0,Standard Class,1,0.159999996,73,Eastern Asia,Puerto Rico,Corporate
75858,Debit,01-02-2025,16-01-2025,2,4,Late delivery,1,Second Class,1,0.170000002,73,Oceania,EE. UU.,Corporate
75857,Debit,01-02-2025,15-01-2025,4,3,Advance shipping,0,Standard Class,1,0.180000007,73,Oceania,Puerto Rico,Corporate
75856,Debit,01-02-2025,14-01-2025,2,2,Shipping on time,0,Second Class,1,0.200000003,73,Eastern Asia,EE. UU.,Corporate
75855,Payment,01-02-2025,14-01-2025,1,2,Late delivery,1,First Class,1,0.25,73,Southeast Asia,Puerto Rico,Consumer
75854,Debit,01-02-2025,17-01-2025,2,5,Late delivery,1,Second Class,1,0,73,Southeast Asia,EE. UU.,Consumer
75853,Payment,01-02-2025,16-01-2025,2,4,Late delivery,1,Second Class,1,0.01,73,Eastern Asia,Puerto Rico,Consumer
75852,Debit,01-02-2025,15-01-2025,4,3,Advance shipping,0,Standard Class,1,0.02,73,South Asia,EE. UU.,Corporate
75851,Transfer,01-02-2025,14-01-2025,4,2,Advance shipping,0,Standard Class,1,0.029999999,73,Eastern Asia,Puerto Rico,Consumer
75850,Debit,01-02-2025,18-01-2025,4,6,Late delivery,1,Standard Class,1,0.039999999,73,South Asia,EE. UU.,Corporate
75849,Payment,01-02-2025,17-01-2025,4,5,Late delivery,1,Standard Class,1,0.050000001,73,South Asia,Puerto Rico,Corporate
75848,Payment,01-02-2025,16-01-2025,2,4,Late delivery,1,Second Class,1,0.059999999,73,South Asia,EE. UU.,Corporate
75847,Transfer,01-02-2025,15-01-2025,2,3,Shipping canceled,0,Second Class,1,0.07,73,South Asia,EE. UU.,Corporate
75846,Transfer,01-02-2025,14-01-2025,4,2,Advance shipping,0,Standard Class,1,0.090000004,73,South Asia,EE. UU.,Home Office
75845,Payment,01-02-2025,18-01-2025,4,6,Late delivery,1,Standard Class,1,0.100000001,73,Southeast Asia,Puerto Rico,Home Office
75844,Transfer,01-02-2025,17-01-2025,4,5,Late delivery,1,Standard Class,1,0.119999997,73,Southeast Asia,EE. UU.,Home Office
75843,Payment,01-02-2025,16-01-2025,2,4,Late delivery,1,Second Class,1,0.129999995,73,Southeast Asia,Puerto Rico,Home Office
75842,Transfer,01-02-2025,15-01-2025,4,3,Advance shipping,0,Standard Class,1,0.150000006,73,Southeast Asia,EE. UU.,Home Office
75841,Debit,01-02-2025,14-01-2025,4,2,Advance shipping,0,Standard Class,1,0.159999996,73,Southeast Asia,EE. UU.,Home Office
75840,Cash,01-02-2025,18-01-2025,2,6,Late delivery,1,Second Class,1,0.170000002,73,Eastern Asia,Puerto Rico,Home Office
75839,Transfer,01-02-2025,17-01-2025,2,5,Late delivery,1,Second Class,1,0.180000007,73,Eastern Asia,EE. UU.,Home Office
75838,Payment,01-02-2025,14-01-2025,1,2,Late delivery,1,First Class,1,0.200000003,73,Eastern Asia,Puerto Rico,Corporate
75837,Cash,01-02-2025,14-01-2025,1,2,Late delivery,1,First Class,1,0.25,73,Southeast Asia,EE. UU.,Home Office
75836,Cash,01-02-2025,14-01-2025,2,2,Shipping on time,0,Second Class,1,0,73,Southeast Asia,EE. UU.,Corporate
75835,Debit,01-02-2025,18-01-2025,2,6,Late delivery,1,Second Class,1,0.01,73,South Asia,Puerto Rico,Corporate
75553,Payment,01-02-2025,01-01-2025,4,4,Shipping on time,0,Standard Class,1,0.01,72,Oceania,Puerto Rico,Home Office
75531,Cash,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.050000001,72,Southeast Asia,EE. UU.,Consumer
75505,Cash,01-02-2025,13-01-2025,2,6,Late delivery,1,Second Class,1,0.159999996,72,Southeast Asia,Puerto Rico,Corporate
75501,Cash,01-02-2025,01-04-2025,2,2,Shipping on time,0,Second Class,1,0.25,72,Southeast Asia,Puerto Rico,Corporate
75548,Transfer,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.059999999,72,Southeast Asia,Puerto Rico,Home Office
75551,Cash,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.029999999,72,Oceania,EE. UU.,Corporate
75529,Payment,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.07,72,Southeast Asia,EE. UU.,Consumer
75515,Payment,01-02-2025,01-02-2025,0,0,Shipping on time,0,Same Day,1,0.029999999,72,Eastern Asia,EE. UU.,Consumer
75533,Debit,01-02-2025,01-01-2025,4,4,Shipping on time,0,Standard Class,1,0.029999999,72,Eastern Asia,Puerto Rico,Consumer
75538,Debit,01-02-2025,01-01-2025,4,4,Shipping on time,0,Standard Class,1,0.200000003,72,Southeast Asia,Puerto Rico,Consumer
75560,Payment,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.150000006,72,Southeast Asia,EE. UU.,Corporate
75512,Payment,01-02-2025,01-02-2025,0,0,Shipping on time,0,Same Day,1,0.059999999,72,South Asia,EE. UU.,Corporate
75494,Payment,01-02-2025,01-02-2025,2,5,Late delivery,1,Second Class,1,0.059999999,72,South Asia,EE. UU.,Corporate
75540,Transfer,01-02-2025,13-01-2025,4,6,Late delivery,1,Standard Class,1,0.170000002,72,South Asia,Puerto Rico,Home Office
75536,Transfer,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0,72,Southeast Asia,Puerto Rico,Home Office
75525,Cash,01-02-2025,13-01-2025,4,6,Late delivery,1,Standard Class,1,0.129999995,72,South Asia,EE. UU.,Consumer
75526,Debit,01-02-2025,01-02-2025,0,0,Shipping on time,0,Same Day,1,0.119999997,72,South Asia,Puerto Rico,Corporate
75496,Debit,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.039999999,72,Southeast Asia,Puerto Rico,Corporate
75503,Debit,01-02-2025,01-01-2025,4,4,Shipping on time,0,Standard Class,1,0.180000007,72,Oceania,Puerto Rico,Corporate
75556,Debit,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.200000003,72,South Asia,EE. UU.,Consumer
75511,Debit,01-02-2025,01-02-2025,0,0,Shipping on time,0,Same Day,1,0.07,72,South Asia,EE. UU.,Consumer
75544,Debit,01-02-2025,01-05-2025,0,1,Late delivery,1,Same Day,1,0.119999997,72,Southeast Asia,EE. UU.,Consumer
75500,Payment,01-02-2025,13-01-2025,4,6,Late delivery,1,Standard Class,1,0,72,Eastern Asia,EE. UU.,Corporate
75497,Payment,01-02-2025,01-03-2025,4,3,Advance shipping,0,Standard Class,1,0.029999999,72,Southeast Asia,EE. UU.,Corporate
75541,Payment,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.159999996,72,South Asia,EE. UU.,Corporate
75527,Debit,01-02-2025,01-05-2025,0,1,Late delivery,1,Same Day,1,0.100000001,72,South Asia,EE. UU.,Corporate
75546,Debit,01-02-2025,01-04-2025,2,2,Shipping on time,0,Second Class,1,0.090000004,72,Southeast Asia,EE. UU.,Corporate
75502,Debit,01-02-2025,01-03-2025,2,3,Late delivery,1,Second Class,1,0.200000003,72,Oceania,EE. UU.,Corporate
75518,Debit,01-02-2025,01-01-2025,4,4,Shipping on time,0,Standard Class,1,0,72,Southeast Asia,EE. UU.,Corporate
75495,Debit,01-02-2025,13-01-2025,4,6,Late delivery,1,Standard Class,1,0.050000001,72,Eastern Asia,EE. UU.,Corporate
75547,Cash,01-02-2025,01-03-2025,2,3,Late delivery,1,Second Class,1,0.07,72,Southeast Asia,EE. UU.,Home Office
75559,Payment,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.159999996,72,Southeast Asia,Puerto Rico,Corporate
75558,Transfer,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.170000002,72,Southeast Asia,EE. UU.,Corporate
75499,Transfer,01-02-2025,01-02-2025,2,5,Late delivery,1,Second Class,1,0.01,72,Oceania,EE. UU.,Corporate
75516,Transfer,01-02-2025,01-04-2025,2,2,Shipping on time,0,Second Class,1,0.02,72,Southeast Asia,EE. UU.,Corporate
75506,Transfer,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.150000006,72,Eastern Asia,EE. UU.,Corporate
75498,Transfer,01-02-2025,01-01-2025,4,4,Shipping on time,0,Standard Class,1,0.02,72,Southeast Asia,EE. UU.,Corporate
75521,Payment,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.180000007,72,Southeast Asia,EE. UU.,Consumer
75528,Transfer,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.090000004,72,South Asia,Puerto Rico,Corporate
75550,Transfer,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.039999999,72,Oceania,Puerto Rico,Corporate
75535,Debit,01-02-2025,13-01-2025,4,6,Late delivery,1,Standard Class,1,0.01,72,Eastern Asia,EE. UU.,Consumer
75509,Debit,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.100000001,72,South Asia,EE. UU.,Consumer
75523,Debit,01-02-2025,01-01-2025,4,4,Shipping on time,0,Standard Class,1,0.159999996,72,Oceania,EE. UU.,Consumer
75539,Debit,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.180000007,72,South Asia,EE. UU.,Consumer
75520,Debit,01-02-2025,13-01-2025,4,6,Late delivery,1,Standard Class,1,0.200000003,72,Southeast Asia,EE. UU.,Consumer
75532,Debit,01-02-2025,01-03-2025,4,3,Advance shipping,0,Standard Class,1,0.039999999,72,Southeast Asia,EE. UU.,Consumer
75504,Debit,01-02-2025,01-02-2025,2,5,Late delivery,1,Second Class,1,0.170000002,72,Oceania,EE. UU.,Home Office
75513,Transfer,01-02-2025,01-02-2025,0,0,Shipping on time,0,Same Day,1,0.050000001,72,Eastern Asia,EE. UU.,Consumer
75517,Transfer,01-02-2025,01-03-2025,2,3,Late delivery,1,Second Class,1,0.01,72,Southeast Asia,EE. UU.,Consumer
75519,Transfer,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.25,72,Southeast Asia,Puerto Rico,Corporate
75508,Payment,01-02-2025,01-01-2025,4,4,Shipping on time,0,Standard Class,1,0.119999997,72,Southeast Asia,Puerto Rico,Consumer
75542,Payment,01-02-2025,01-03-2025,4,3,Advance shipping,0,Standard Class,1,0.150000006,72,Southeast Asia,Puerto Rico,Consumer
75537,Transfer,01-02-2025,01-03-2025,4,3,Advance shipping,0,Standard Class,1,0.25,72,Southeast Asia,EE. UU.,Consumer
75534,Transfer,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.02,72,Eastern Asia,EE. UU.,Consumer
75507,Transfer,01-02-2025,01-03-2025,4,3,Advance shipping,0,Standard Class,1,0.129999995,72,Eastern Asia,EE. UU.,Consumer
75552,Cash,01-02-2025,01-03-2025,4,3,Advance shipping,0,Standard Class,1,0.02,72,Oceania,Puerto Rico,Home Office
75555,Debit,01-02-2025,13-01-2025,4,6,Late delivery,1,Standard Class,1,0.25,72,Oceania,Puerto Rico,Home Office
75524,Debit,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.150000006,72,Oceania,Puerto Rico,Home Office
75514,Transfer,01-02-2025,01-02-2025,0,0,Shipping on time,0,Same Day,1,0.039999999,72,Eastern Asia,Puerto Rico,Consumer
75554,Debit,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0,72,Oceania,EE. UU.,Home Office
75543,Payment,01-02-2025,01-01-2025,4,4,Shipping on time,0,Standard Class,1,0.129999995,72,South Asia,EE. UU.,Home Office
75549,Transfer,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.050000001,72,Southeast Asia,EE. UU.,Home Office
75510,Cash,01-02-2025,13-01-2025,4,6,Late delivery,1,Standard Class,1,0.090000004,72,South Asia,Puerto Rico,Consumer
75522,Cash,01-02-2025,01-03-2025,4,3,Advance shipping,0,Standard Class,1,0.170000002,72,Southeast Asia,Puerto Rico,Consumer
75530,Debit,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.059999999,72,Southeast Asia,Puerto Rico,Consumer
75557,Debit,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.180000007,72,South Asia,Puerto Rico,Consumer
75545,Debit,01-02-2025,01-05-2025,0,1,Late delivery,1,Same Day,1,0.100000001,72,Southeast Asia,Puerto Rico,Consumer
75493,Payment,01-02-2025,01-01-2025,2,4,Late delivery,1,Second Class,1,0.07,72,South Asia,Puerto Rico,Home Office
75169,Debit,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.180000007,68,South Asia,EE. UU.,Corporate
75196,Debit,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.07,69,Oceania,Puerto Rico,Consumer
75189,Debit,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.170000002,69,Southeast Asia,Puerto Rico,Consumer
75184,Debit,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0,68,Eastern Asia,Puerto Rico,Consumer
75163,Debit,01-02-2025,01-03-2025,4,4,Shipping on time,0,Standard Class,1,0.029999999,68,South Asia,Puerto Rico,Consumer
75152,Debit,01-02-2025,01-05-2025,4,3,Advance shipping,0,Standard Class,1,0.170000002,68,Oceania,Puerto Rico,Consumer
75198,Cash,01-02-2025,01-03-2025,4,4,Shipping on time,0,Standard Class,1,0.050000001,69,Southeast Asia,EE. UU.,Corporate
75203,Debit,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0,69,Southeast Asia,EE. UU.,Corporate
75155,Payment,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.129999995,68,Oceania,EE. UU.,Corporate
75192,Transfer,01-02-2025,01-05-2025,4,3,Advance shipping,0,Standard Class,1,0.129999995,69,Oceania,Puerto Rico,Home Office
75209,Cash,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.150000006,69,Eastern Asia,EE. UU.,Consumer
75162,Cash,01-02-2025,01-05-2025,4,3,Advance shipping,0,Standard Class,1,0.039999999,68,South Asia,EE. UU.,Consumer
75176,Cash,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.090000004,68,Southeast Asia,EE. UU.,Consumer
75174,Cash,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.119999997,68,Oceania,EE. UU.,Consumer
75172,Cash,01-02-2025,01-05-2025,4,3,Advance shipping,0,Standard Class,1,0.150000006,68,South Asia,EE. UU.,Consumer
75150,Payment,01-02-2025,01-05-2025,2,6,Late delivery,1,Second Class,1,0.200000003,68,South Asia,EE. UU.,Consumer
75200,Debit,01-02-2025,01-05-2025,4,6,Late delivery,1,Standard Class,1,0.029999999,69,Oceania,Puerto Rico,Corporate
75199,Debit,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.039999999,69,Oceania,Puerto Rico,Corporate
75166,Debit,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0,68,Southeast Asia,Puerto Rico,Corporate
75160,Debit,01-02-2025,01-05-2025,4,6,Late delivery,1,Standard Class,1,0.059999999,68,South Asia,Puerto Rico,Corporate
75175,Debit,01-02-2025,01-05-2025,4,6,Late delivery,1,Standard Class,1,0.100000001,68,Oceania,Puerto Rico,Corporate
75153,Debit,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.159999996,68,Oceania,EE. UU.,Consumer
75197,Payment,01-02-2025,01-05-2025,4,3,Advance shipping,0,Standard Class,1,0.059999999,69,Southeast Asia,EE. UU.,Corporate
75170,Payment,01-02-2025,01-05-2025,4,6,Late delivery,1,Standard Class,1,0.170000002,68,South Asia,EE. UU.,Corporate
75167,Debit,01-02-2025,01-05-2025,2,3,Late delivery,1,Second Class,1,0.25,68,Southeast Asia,EE. UU.,Corporate
75201,Debit,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.02,69,Oceania,EE. UU.,Corporate
75216,Debit,01-02-2025,01-04-2025,2,2,Shipping on time,0,Second Class,1,0.050000001,69,Oceania,EE. UU.,Consumer
75214,Debit,01-02-2025,01-02-2025,2,5,Late delivery,1,Second Class,1,0.07,69,Southeast Asia,EE. UU.,Consumer
75215,Payment,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.059999999,69,Oceania,Puerto Rico,Corporate
75218,Transfer,01-02-2025,01-03-2025,2,4,Late delivery,1,Second Class,1,0.029999999,69,Oceania,EE. UU.,Corporate
75212,Transfer,01-02-2025,01-05-2025,2,3,Late delivery,1,Second Class,1,0.100000001,69,Southeast Asia,EE. UU.,Corporate
75188,Payment,01-02-2025,01-03-2025,4,4,Shipping on time,0,Standard Class,1,0.180000007,69,Southeast Asia,EE. UU.,Consumer
75178,Payment,01-02-2025,01-03-2025,4,4,Shipping on time,0,Standard Class,1,0.059999999,68,Southeast Asia,EE. UU.,Consumer
75151,Payment,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.180000007,68,Southeast Asia,EE. UU.,Consumer
75168,Payment,01-02-2025,01-03-2025,4,4,Shipping on time,0,Standard Class,1,0.200000003,68,Oceania,Puerto Rico,Corporate
75185,Debit,01-02-2025,01-05-2025,4,6,Late delivery,1,Standard Class,1,0,69,Oceania,EE. UU.,Consumer
75195,Debit,01-02-2025,01-05-2025,4,6,Late delivery,1,Standard Class,1,0.090000004,69,South Asia,EE. UU.,Consumer
75194,Debit,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.100000001,69,Oceania,EE. UU.,Consumer
75191,Debit,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.150000006,69,Southeast Asia,EE. UU.,Consumer
75190,Debit,01-02-2025,01-05-2025,4,6,Late delivery,1,Standard Class,1,0.159999996,69,Southeast Asia,EE. UU.,Consumer
75205,Debit,01-02-2025,01-05-2025,4,6,Late delivery,1,Standard Class,1,0.200000003,69,Eastern Asia,EE. UU.,Consumer
75187,Debit,01-02-2025,01-05-2025,4,3,Advance shipping,0,Standard Class,1,0.200000003,69,Southeast Asia,EE. UU.,Consumer
75183,Debit,01-02-2025,01-03-2025,4,4,Shipping on time,0,Standard Class,1,0.01,68,Eastern Asia,EE. UU.,Consumer
75164,Debit,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.02,68,South Asia,EE. UU.,Consumer
75161,Debit,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.050000001,68,South Asia,EE. UU.,Consumer
75177,Debit,01-02-2025,01-05-2025,4,3,Advance shipping,0,Standard Class,1,0.07,68,Southeast Asia,EE. UU.,Consumer
75211,Transfer,01-02-2025,01-04-2025,1,2,Shipping canceled,0,First Class,1,0.119999997,69,Eastern Asia,EE. UU.,Consumer
75213,Transfer,01-02-2025,01-03-2025,2,4,Late delivery,1,Second Class,1,0.090000004,69,Southeast Asia,Puerto Rico,Corporate
75173,Payment,01-02-2025,01-02-2025,0,0,Shipping on time,0,Same Day,1,0.129999995,68,Oceania,Puerto Rico,Consumer
75208,Payment,01-02-2025,01-03-2025,4,4,Shipping on time,0,Standard Class,1,0.159999996,69,South Asia,Puerto Rico,Consumer
75179,Payment,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.050000001,68,Southeast Asia,Puerto Rico,Consumer
75181,Transfer,01-02-2025,01-04-2025,4,2,Shipping canceled,0,Standard Class,1,0.029999999,68,Eastern Asia,EE. UU.,Consumer
75156,Transfer,01-02-2025,01-04-2025,4,2,Shipping canceled,0,Standard Class,1,0.119999997,68,Eastern Asia,EE. UU.,Consumer
75207,Transfer,01-02-2025,01-05-2025,4,3,Advance shipping,0,Standard Class,1,0.170000002,69,South Asia,EE. UU.,Consumer
75157,Transfer,01-02-2025,01-05-2025,4,3,Advance shipping,0,Standard Class,1,0.100000001,68,Eastern Asia,EE. UU.,Consumer
75180,Transfer,01-02-2025,01-05-2025,4,6,Late delivery,1,Standard Class,1,0.039999999,68,Southeast Asia,EE. UU.,Consumer
75193,Transfer,01-02-2025,01-03-2025,4,4,Shipping canceled,0,Standard Class,1,0.119999997,69,Oceania,EE. UU.,Consumer
75217,Transfer,01-02-2025,01-05-2025,2,3,Late delivery,1,Second Class,1,0.039999999,69,Oceania,Puerto Rico,Consumer
75186,Transfer,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.25,69,Oceania,Puerto Rico,Consumer
75182,Transfer,01-02-2025,01-05-2025,4,3,Advance shipping,0,Standard Class,1,0.02,68,Eastern Asia,Puerto Rico,Consumer
75165,Transfer,01-02-2025,01-05-2025,4,6,Late delivery,1,Standard Class,1,0.01,68,South Asia,Puerto Rico,Consumer
75159,Debit,01-02-2025,01-02-2025,4,5,Late delivery,1,Standard Class,1,0.07,68,Oceania,EE. UU.,Home Office
75171,Payment,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.159999996,68,South Asia,EE. UU.,Home Office
75206,Cash,01-02-2025,01-04-2025,4,2,Advance shipping,0,Standard Class,1,0.180000007,69,Eastern Asia,Puerto Rico,Consumer
75158,Cash,01-02-2025,01-03-2025,4,4,Shipping on time,0,Standard Class,1,0.090000004,68,Oceania,Puerto Rico,Consumer
75202,Debit,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.01,69,South Asia,Puerto Rico,Consumer
75210,Debit,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.129999995,69,Eastern Asia,Puerto Rico,Consumer
75204,Debit,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.25,69,Eastern Asia,Puerto Rico,Consumer
75154,Debit,01-02-2025,01-04-2025,1,2,Late delivery,1,First Class,1,0.150000006,68,Oceania,Puerto Rico,Consumer
75766,Payment,01-03-2025,01-02-2025,4,2,Advance shipping,0,Standard Class,1,0.200000003,73,Southeast Asia,EE. UU.,Consumer
75765,Debit,01-03-2025,16-01-2025,4,6,Late delivery,1,Standard Class,1,0.25,73,Southeast Asia,EE. UU.,Consumer
75764,Debit,01-03-2025,15-01-2025,2,5,Late delivery,1,Second Class,1,0,73,Eastern Asia,EE. UU.,Corporate
75763,Cash,01-03-2025,14-01-2025,2,4,Late delivery,1,Second Class,1,0.01,73,Eastern Asia,Puerto Rico,Corporate
75762,Debit,01-03-2025,13-01-2025,2,3,Late delivery,1,Second Class,1,0.02,73,Oceania,EE. UU.,Consumer
75761,Payment,01-03-2025,01-02-2025,2,2,Shipping on time,0,Second Class,1,0.029999999,73,Oceania,EE. UU.,Consumer
75760,Debit,01-03-2025,16-01-2025,2,6,Late delivery,1,Second Class,1,0.039999999,73,Oceania,Puerto Rico,Consumer
75759,Debit,01-03-2025,01-02-2025,1,2,Late delivery,1,First Class,1,0.050000001,73,Oceania,EE. UU.,Consumer
75758,Debit,01-03-2025,14-01-2025,2,4,Late delivery,1,Second Class,1,0.059999999,73,Oceania,EE. UU.,Consumer
75757,Payment,01-03-2025,13-01-2025,4,3,Advance shipping,0,Standard Class,1,0.07,73,Oceania,Puerto Rico,Consumer
75756,Debit,01-03-2025,01-02-2025,4,2,Advance shipping,0,Standard Class,1,0.090000004,73,Oceania,Puerto Rico,Consumer
75755,Payment,01-03-2025,16-01-2025,4,6,Late delivery,1,Standard Class,1,0.100000001,73,Oceania,EE. UU.,Corporate
75754,Debit,01-03-2025,15-01-2025,2,5,Late delivery,1,Second Class,1,0.119999997,73,Oceania,Puerto Rico,Consumer
75753,Transfer,01-03-2025,14-01-2025,2,4,Late delivery,1,Second Class,1,0.129999995,73,Oceania,EE. UU.,Consumer
75752,Transfer,01-03-2025,13-01-2025,4,3,Advance shipping,0,Standard Class,1,0.150000006,73,Oceania,EE. UU.,Consumer
75751,Payment,01-03-2025,01-02-2025,4,2,Advance shipping,0,Standard Class,1,0.159999996,73,Southeast Asia,Puerto Rico,Home Office
75750,Cash,01-03-2025,16-01-2025,4,6,Late delivery,1,Standard Class,1,0.170000002,73,Oceania,EE. UU.,Consumer
75749,Transfer,01-03-2025,15-01-2025,4,5,Shipping canceled,0,Standard Class,1,0.180000007,73,Oceania,EE. UU.,Consumer
75748,Transfer,01-03-2025,14-01-2025,2,4,Late delivery,1,Second Class,1,0.200000003,73,Oceania,EE. UU.,Home Office
75747,Payment,01-03-2025,01-01-2025,0,1,Late delivery,1,Same Day,1,0.25,73,South Asia,Puerto Rico,Consumer
75746,Debit,01-03-2025,01-02-2025,4,2,Advance shipping,0,Standard Class,1,0,73,Southeast Asia,EE. UU.,Corporate
75745,Cash,01-03-2025,16-01-2025,4,6,Late delivery,1,Standard Class,1,0.01,73,Eastern Asia,Puerto Rico,Corporate
75744,Transfer,01-03-2025,15-01-2025,4,5,Late delivery,1,Standard Class,1,0.02,73,Eastern Asia,EE. UU.,Corporate
75743,Payment,01-03-2025,14-01-2025,4,4,Shipping on time,0,Standard Class,1,0.029999999,73,Eastern Asia,EE. UU.,Consumer
75742,Transfer,01-03-2025,13-01-2025,4,3,Shipping canceled,0,Standard Class,1,0.039999999,73,Eastern Asia,EE. UU.,Consumer
75741,Payment,01-03-2025,01-02-2025,4,2,Advance shipping,0,Standard Class,1,0.050000001,73,Oceania,EE. UU.,Consumer
75740,Transfer,01-03-2025,16-01-2025,4,6,Late delivery,1,Standard Class,1,0.059999999,73,Oceania,Puerto Rico,Corporate
75739,Debit,01-03-2025,15-01-2025,4,5,Late delivery,1,Standard Class,1,0.07,73,Oceania,EE. UU.,Corporate
75738,Payment,01-03-2025,14-01-2025,4,4,Shipping on time,0,Standard Class,1,0.090000004,73,South Asia,EE. UU.,Corporate
75737,Transfer,01-03-2025,13-01-2025,4,3,Advance shipping,0,Standard Class,1,0.100000001,73,South Asia,EE. UU.,Corporate
75736,Debit,01-03-2025,01-02-2025,4,2,Advance shipping,0,Standard Class,1,0.119999997,73,Oceania,Puerto Rico,Corporate
